,state_code_year,month,WET_DRY_SPELL,PRECIPITATION,TEMPERATURE,CLIMAT,STATE_YEAR_MONTH
876,RI-2004,1,-0.8,1.73,20.2,continental humide ete sec,RI-2004-1
2052,RI-2004,2,-1.18,2.23,30.9,continental humide ete sec,RI-2004-2
3228,RI-2004,3,-1.54,2.91,37.9,continental humide ete sec,RI-2004-3
4404,RI-2004,4,1.25,7.84,48.1,continental humide ete sec,RI-2004-4
5580,RI-2004,5,-0.33,2.92,58.7,continental humide ete sec,RI-2004-5
6756,RI-2004,6,-0.81,1.75,64.9,continental humide ete sec,RI-2004-6
7932,RI-2004,7,-0.83,3.16,70.0,continental humide ete sec,RI-2004-7
9108,RI-2004,8,0.61,6.18,69.8,continental humide ete sec,RI-2004-8
10284,RI-2004,9,1.56,6.9,63.8,continental humide ete sec,RI-2004-9
11460,RI-2004,10,1.24,2.49,51.7,continental humide ete sec,RI-2004-10
12636,RI-2004,11,1.26,4.49,42.5,continental humide ete sec,RI-2004-11
13812,RI-2004,12,1.45,5.01,33.4,continental humide ete sec,RI-2004-12
877,RI-2005,1,1.62,4.81,26.3,continental humide ete sec,RI-2005-1
2053,RI-2005,2,1.31,2.98,30.3,continental humide ete sec,RI-2005-2
3229,RI-2005,3,1.6,5.19,33.3,continental humide ete sec,RI-2005-3
4405,RI-2005,4,1.82,5.42,48.5,continental humide ete sec,RI-2005-4
5581,RI-2005,5,2.08,4.41,52.1,continental humide ete sec,RI-2005-5
6757,RI-2005,6,-0.77,1.25,68.1,continental humide ete sec,RI-2005-6
7933,RI-2005,7,-1.39,1.93,72.0,continental humide ete sec,RI-2005-7
9109,RI-2005,8,-1.55,4.1,73.8,continental humide ete sec,RI-2005-8
10285,RI-2005,9,-1.8,3.3,66.3,continental humide ete sec,RI-2005-9
11461,RI-2005,10,3.67,14.54,54.0,continental humide ete sec,RI-2005-10
12637,RI-2005,11,3.74,5.69,45.1,continental humide ete sec,RI-2005-11
13813,RI-2005,12,3.45,4.21,31.3,continental humide ete sec,RI-2005-12
878,RI-2006,1,3.65,5.76,36.0,continental humide ete sec,RI-2006-1
2054,RI-2006,2,3.02,2.74,30.6,continental humide ete sec,RI-2006-2
3230,RI-2006,3,1.47,0.59,37.3,continental humide ete sec,RI-2006-3
4406,RI-2006,4,0.84,2.97,48.7,continental humide ete sec,RI-2006-4
5582,RI-2006,5,2.1,7.68,57.0,continental humide ete sec,RI-2006-5
6758,RI-2006,6,4.25,10.55,67.1,continental humide ete sec,RI-2006-6
7934,RI-2006,7,3.74,2.92,74.2,continental humide ete sec,RI-2006-7
9110,RI-2006,8,3.53,4.44,70.0,continental humide ete sec,RI-2006-8
10286,RI-2006,9,3.02,2.99,61.8,continental humide ete sec,RI-2006-9
11462,RI-2006,10,4.0,7.18,52.0,continental humide ete sec,RI-2006-10
12638,RI-2006,11,4.24,6.6,47.7,continental humide ete sec,RI-2006-11
13814,RI-2006,12,3.14,2.28,39.7,continental humide ete sec,RI-2006-12
879,RI-2007,1,2.86,4.01,32.8,continental humide ete sec,RI-2007-1
2055,RI-2007,2,2.18,2.42,25.4,continental humide ete sec,RI-2007-2
3231,RI-2007,3,2.56,6.01,36.7,continental humide ete sec,RI-2007-3
4407,RI-2007,4,3.8,8.16,44.8,continental humide ete sec,RI-2007-4
5583,RI-2007,5,-0.39,2.78,59.0,continental humide ete sec,RI-2007-5
6759,RI-2007,6,-0.5,3.05,66.5,continental humide ete sec,RI-2007-6
7935,RI-2007,7,-0.41,3.41,71.6,continental humide ete sec,RI-2007-7
9111,RI-2007,8,-1.2,1.55,71.0,continental humide ete sec,RI-2007-8
10287,RI-2007,9,-1.77,2.19,65.1,continental humide ete sec,RI-2007-9
11463,RI-2007,10,-2.33,2.56,58.0,continental humide ete sec,RI-2007-10
12639,RI-2007,11,-2.74,3.25,41.1,continental humide ete sec,RI-2007-11
13815,RI-2007,12,-2.31,5.07,31.4,continental humide ete sec,RI-2007-12
880,RI-2008,1,-2.39,2.88,31.7,continental humide ete sec,RI-2008-1
2056,RI-2008,2,1.52,6.96,31.8,continental humide ete sec,RI-2008-2
3232,RI-2008,3,1.82,5.66,37.9,continental humide ete sec,RI-2008-3
4408,RI-2008,4,1.55,4.17,49.3,continental humide ete sec,RI-2008-4
5584,RI-2008,5,1.05,2.47,55.4,continental humide ete sec,RI-2008-5
6760,RI-2008,6,0.64,2.82,69.0,continental humide ete sec,RI-2008-6
7936,RI-2008,7,1.01,4.88,73.9,continental humide ete sec,RI-2008-7
9112,RI-2008,8,0.8,3.43,68.4,continental humide ete sec,RI-2008-8
10288,RI-2008,9,2.35,9.23,63.9,continental humide ete sec,RI-2008-9
11464,RI-2008,10,1.85,2.17,51.2,continental humide ete sec,RI-2008-10
12640,RI-2008,11,1.8,4.42,42.0,continental humide ete sec,RI-2008-11
13816,RI-2008,12,2.71,7.61,34.8,continental humide ete sec,RI-2008-12
881,RI-2009,1,2.42,3.81,23.4,continental humide ete sec,RI-2009-1
2057,RI-2009,2,1.6,1.96,32.0,continental humide ete sec,RI-2009-2
3233,RI-2009,3,0.91,2.73,37.2,continental humide ete sec,RI-2009-3
4409,RI-2009,4,1.22,5.55,49.4,continental humide ete sec,RI-2009-4
5585,RI-2009,5,0.98,3.44,57.7,continental humide ete sec,RI-2009-5
6761,RI-2009,6,1.37,4.53,63.4,continental humide ete sec,RI-2009-6
7937,RI-2009,7,4.04,10.32,69.1,continental humide ete sec,RI-2009-7
9113,RI-2009,8,3.51,3.08,72.7,continental humide ete sec,RI-2009-8
10289,RI-2009,9,2.84,2.22,61.7,continental humide ete sec,RI-2009-9
11465,RI-2009,10,3.76,6.77,50.8,continental humide ete sec,RI-2009-10
12641,RI-2009,11,3.09,3.58,47.8,continental humide ete sec,RI-2009-11
13817,RI-2009,12,3.44,6.03,32.1,continental humide ete sec,RI-2009-12
882,RI-2010,1,2.9,3.29,28.4,continental humide ete sec,RI-2010-1
2058,RI-2010,2,3.2,4.76,31.4,continental humide ete sec,RI-2010-2
3234,RI-2010,3,6.2,14.75,43.6,continental humide ete sec,RI-2010-3
4410,RI-2010,4,4.59,1.95,52.0,continental humide ete sec,RI-2010-4
5586,RI-2010,5,3.63,2.73,60.9,continental humide ete sec,RI-2010-5
6762,RI-2010,6,3.23,3.77,68.9,continental humide ete sec,RI-2010-6
7938,RI-2010,7,2.9,3.7,75.0,continental humide ete sec,RI-2010-7
9114,RI-2010,8,2.26,3.2,70.8,continental humide ete sec,RI-2010-8
10290,RI-2010,9,1.62,2.94,65.5,continental humide ete sec,RI-2010-9
11466,RI-2010,10,1.57,4.36,53.5,continental humide ete sec,RI-2010-10
12642,RI-2010,11,1.09,3.67,43.3,continental humide ete sec,RI-2010-11
13818,RI-2010,12,1.07,4.2,30.3,continental humide ete sec,RI-2010-12
883,RI-2011,1,1.03,4.06,25.2,continental humide ete sec,RI-2011-1
2059,RI-2011,2,1.44,4.56,28.8,continental humide ete sec,RI-2011-2
3235,RI-2011,3,0.68,2.52,38.0,continental humide ete sec,RI-2011-3
4411,RI-2011,4,0.95,5.35,49.1,continental humide ete sec,RI-2011-4
5587,RI-2011,5,0.68,3.4,58.9,continental humide ete sec,RI-2011-5
6763,RI-2011,6,0.96,4.41,66.2,continental humide ete sec,RI-2011-6
7939,RI-2011,7,0.72,2.73,73.8,continental humide ete sec,RI-2011-7
9115,RI-2011,8,1.93,8.16,71.3,continental humide ete sec,RI-2011-8
10291,RI-2011,9,2.7,6.36,66.5,continental humide ete sec,RI-2011-9
11467,RI-2011,10,3.92,7.47,54.9,continental humide ete sec,RI-2011-10
12643,RI-2011,11,0.01,4.52,47.8,continental humide ete sec,RI-2011-11
13819,RI-2011,12,-0.11,3.99,39.0,continental humide ete sec,RI-2011-12
884,RI-2012,1,-0.31,3.3,33.5,continental humide ete sec,RI-2012-1
2060,RI-2012,2,-1.28,1.17,35.7,continental humide ete sec,RI-2012-2
3236,RI-2012,3,-2.4,1.41,45.5,continental humide ete sec,RI-2012-3
4412,RI-2012,4,-2.6,3.22,50.1,continental humide ete sec,RI-2012-4
5588,RI-2012,5,0.15,4.58,60.6,continental humide ete sec,RI-2012-5
6764,RI-2012,6,0.44,4.23,65.7,continental humide ete sec,RI-2012-6
7940,RI-2012,7,0.65,3.78,73.6,continental humide ete sec,RI-2012-7
9116,RI-2012,8,0.67,4.17,72.5,continental humide ete sec,RI-2012-8
10292,RI-2012,9,0.89,4.53,63.3,continental humide ete sec,RI-2012-9
11468,RI-2012,10,0.92,3.93,55.4,continental humide ete sec,RI-2012-10
12644,RI-2012,11,-0.89,0.99,41.0,continental humide ete sec,RI-2012-11
13820,RI-2012,12,-0.32,5.82,37.6,continental humide ete sec,RI-2012-12
885,RI-2013,1,-0.94,1.86,30.4,continental humide ete sec,RI-2013-1
2061,RI-2013,2,-0.23,4.79,30.2,continental humide ete sec,RI-2013-2
3237,RI-2013,3,-0.81,2.49,37.1,continental humide ete sec,RI-2013-3
4413,RI-2013,4,-1.57,1.8,47.7,continental humide ete sec,RI-2013-4
5589,RI-2013,5,-1.5,3.58,58.5,continental humide ete sec,RI-2013-5
6765,RI-2013,6,2.22,10.19,68.0,continental humide ete sec,RI-2013-6
7941,RI-2013,7,-0.16,2.88,76.4,continental humide ete sec,RI-2013-7
9117,RI-2013,8,-0.32,3.32,69.1,continental humide ete sec,RI-2013-8
10293,RI-2013,9,-0.47,3.18,62.1,continental humide ete sec,RI-2013-9
11469,RI-2013,10,-1.5,0.89,54.0,continental humide ete sec,RI-2013-10
12645,RI-2013,11,-1.69,3.98,41.3,continental humide ete sec,RI-2013-11
13821,RI-2013,12,-1.5,4.21,33.0,continental humide ete sec,RI-2013-12
886,RI-2014,1,-1.52,3.31,26.1,continental humide ete sec,RI-2014-1
2062,RI-2014,2,0.38,4.23,27.2,continental humide ete sec,RI-2014-2
3238,RI-2014,3,1.02,5.91,32.8,continental humide ete sec,RI-2014-3
4414,RI-2014,4,1.07,4.57,47.0,continental humide ete sec,RI-2014-4
5590,RI-2014,5,-0.19,3.25,58.0,continental humide ete sec,RI-2014-5
6766,RI-2014,6,-0.53,2.31,66.4,continental humide ete sec,RI-2014-6
7942,RI-2014,7,-0.02,4.67,72.3,continental humide ete sec,RI-2014-7
9118,RI-2014,8,-0.38,2.54,68.6,continental humide ete sec,RI-2014-8
10294,RI-2014,9,-1.31,0.86,64.4,continental humide ete sec,RI-2014-9
11470,RI-2014,10,0.05,4.44,55.3,continental humide ete sec,RI-2014-10
12646,RI-2014,11,0.19,5.14,41.4,continental humide ete sec,RI-2014-11
13822,RI-2014,12,0.73,6.01,37.4,continental humide ete sec,RI-2014-12
887,RI-2015,1,-0.05,3.71,25.5,continental humide ete sec,RI-2015-1
2063,RI-2015,2,-0.32,2.67,17.7,continental humide ete sec,RI-2015-2
3239,RI-2015,3,-0.18,4.15,31.8,continental humide ete sec,RI-2015-3
4415,RI-2015,4,-0.74,2.5,47.2,continental humide ete sec,RI-2015-4
5591,RI-2015,5,-1.73,1.03,61.2,continental humide ete sec,RI-2015-5
6767,RI-2015,6,-1.06,5.34,64.5,continental humide ete sec,RI-2015-6
7943,RI-2015,7,-1.04,3.12,72.3,continental humide ete sec,RI-2015-7
9119,RI-2015,8,-1.5,2.53,72.6,continental humide ete sec,RI-2015-8
10295,RI-2015,9,-1.52,4.0,67.6,continental humide ete sec,RI-2015-9
11471,RI-2015,10,-1.32,4.02,52.4,continental humide ete sec,RI-2015-10
12647,RI-2015,11,-1.94,2.59,47.1,continental humide ete sec,RI-2015-11
13823,RI-2015,12,-1.7,5.22,45.3,continental humide ete sec,RI-2015-12
888,SC-1992,1,-1.4,3.78,45.6,subtropical,SC-1992-1
2064,SC-1992,2,-1.34,3.81,50.5,subtropical,SC-1992-2
3240,SC-1992,3,-1.37,3.83,53.3,subtropical,SC-1992-3
4416,SC-1992,4,-1.33,2.94,60.9,subtropical,SC-1992-4
5592,SC-1992,5,0.17,3.49,66.6,subtropical,SC-1992-5
6768,SC-1992,6,1.13,6.5,74.3,subtropical,SC-1992-6
7944,SC-1992,7,-0.7,2.88,81.4,subtropical,SC-1992-7
9120,SC-1992,8,1.02,8.25,77.0,subtropical,SC-1992-8
10296,SC-1992,9,1.07,3.92,73.2,subtropical,SC-1992-9
11472,SC-1992,10,1.79,4.87,60.3,subtropical,SC-1992-10
12648,SC-1992,11,3.33,7.04,54.7,subtropical,SC-1992-11
13824,SC-1992,12,3.17,3.48,45.4,subtropical,SC-1992-12
889,SC-1993,1,3.99,7.12,48.2,subtropical,SC-1993-1
2065,SC-1993,2,3.5,3.41,45.0,subtropical,SC-1993-2
3241,SC-1993,3,3.75,6.14,51.0,subtropical,SC-1993-3
4417,SC-1993,4,0.01,2.94,58.4,subtropical,SC-1993-4
5593,SC-1993,5,-0.45,2.32,70.0,subtropical,SC-1993-5
6769,SC-1993,6,-1.22,2.37,78.0,subtropical,SC-1993-6
7945,SC-1993,7,-2.38,2.87,84.2,subtropical,SC-1993-7
9121,SC-1993,8,-3.15,3.15,79.8,subtropical,SC-1993-8
10297,SC-1993,9,-3.15,4.23,75.3,subtropical,SC-1993-9
11473,SC-1993,10,-2.7,3.94,63.0,subtropical,SC-1993-10
12649,SC-1993,11,-2.54,2.77,53.9,subtropical,SC-1993-11
13825,SC-1993,12,-2.61,2.86,44.1,subtropical,SC-1993-12
890,SC-1994,1,-1.93,4.63,41.2,subtropical,SC-1994-1
2066,SC-1994,2,-2.07,2.89,48.7,subtropical,SC-1994-2
3242,SC-1994,3,-1.75,5.15,56.9,subtropical,SC-1994-3
4418,SC-1994,4,-2.36,1.5,64.5,subtropical,SC-1994-4
5594,SC-1994,5,-2.67,2.02,67.6,subtropical,SC-1994-5
6770,SC-1994,6,1.0,8.02,78.1,subtropical,SC-1994-6
7946,SC-1994,7,1.25,6.04,79.3,subtropical,SC-1994-7
9122,SC-1994,8,1.7,6.13,76.9,subtropical,SC-1994-8
10298,SC-1994,9,1.91,4.27,71.4,subtropical,SC-1994-9
11474,SC-1994,10,3.14,6.67,61.8,subtropical,SC-1994-10
12650,SC-1994,11,3.08,3.24,57.4,subtropical,SC-1994-11
13826,SC-1994,12,3.57,5.61,49.8,subtropical,SC-1994-12
891,SC-1995,1,3.93,5.72,45.1,subtropical,SC-1995-1
2067,SC-1995,2,4.06,5.23,45.0,subtropical,SC-1995-2
3243,SC-1995,3,2.82,2.07,56.8,subtropical,SC-1995-3
4419,SC-1995,4,1.61,1.09,64.1,subtropical,SC-1995-4
5595,SC-1995,5,0.9,2.83,71.9,subtropical,SC-1995-5
6771,SC-1995,6,1.99,8.16,75.4,subtropical,SC-1995-6
7947,SC-1995,7,1.58,4.47,81.1,subtropical,SC-1995-7
9123,SC-1995,8,2.81,9.69,80.1,subtropical,SC-1995-8
10299,SC-1995,9,2.69,3.58,72.0,subtropical,SC-1995-9
11475,SC-1995,10,3.41,5.71,65.2,subtropical,SC-1995-10
12651,SC-1995,11,3.71,3.68,50.0,subtropical,SC-1995-11
13827,SC-1995,12,-0.22,2.18,43.1,subtropical,SC-1995-12
892,SC-1996,1,-0.07,3.87,42.9,subtropical,SC-1996-1
2068,SC-1996,2,-0.61,2.21,47.7,subtropical,SC-1996-2
3244,SC-1996,3,-0.1,5.52,50.1,subtropical,SC-1996-3
4420,SC-1996,4,0.0,3.46,60.9,subtropical,SC-1996-4
5596,SC-1996,5,-0.38,2.84,72.0,subtropical,SC-1996-5
6772,SC-1996,6,-0.82,3.09,76.7,subtropical,SC-1996-6
7948,SC-1996,7,-1.11,4.89,80.4,subtropical,SC-1996-7
9124,SC-1996,8,0.0,5.41,77.5,subtropical,SC-1996-8
10300,SC-1996,9,0.39,5.6,72.8,subtropical,SC-1996-9
11476,SC-1996,10,0.62,3.58,62.1,subtropical,SC-1996-10
12652,SC-1996,11,0.64,2.46,50.2,subtropical,SC-1996-11
13828,SC-1996,12,0.56,3.06,48.0,subtropical,SC-1996-12
893,SC-1997,1,0.69,4.24,46.0,subtropical,SC-1997-1
2069,SC-1997,2,0.8,4.55,50.5,subtropical,SC-1997-2
3245,SC-1997,3,0.1,3.26,60.6,subtropical,SC-1997-3
4421,SC-1997,4,0.74,4.79,59.0,subtropical,SC-1997-4
5597,SC-1997,5,0.47,2.43,66.2,subtropical,SC-1997-5
6773,SC-1997,6,1.18,5.92,73.4,subtropical,SC-1997-6
7949,SC-1997,7,1.58,6.69,80.3,subtropical,SC-1997-7
9125,SC-1997,8,0.77,2.21,77.4,subtropical,SC-1997-8
10301,SC-1997,9,1.19,5.63,73.5,subtropical,SC-1997-9
11477,SC-1997,10,1.62,4.37,63.1,subtropical,SC-1997-10
12653,SC-1997,11,2.35,4.37,50.3,subtropical,SC-1997-11
13829,SC-1997,12,2.95,5.41,45.6,subtropical,SC-1997-12
894,SC-1998,1,3.9,7.41,48.1,subtropical,SC-1998-1
2070,SC-1998,2,4.76,7.7,49.4,subtropical,SC-1998-2
3246,SC-1998,3,4.51,5.1,52.7,subtropical,SC-1998-3
4422,SC-1998,4,5.15,6.44,62.0,subtropical,SC-1998-4
5598,SC-1998,5,-0.13,3.65,72.9,subtropical,SC-1998-5
6774,SC-1998,6,-0.71,3.36,80.2,subtropical,SC-1998-6
7950,SC-1998,7,-1.32,4.32,82.3,subtropical,SC-1998-7
9126,SC-1998,8,-1.88,3.82,79.4,subtropical,SC-1998-8
10302,SC-1998,9,-1.5,5.62,75.3,subtropical,SC-1998-9
11478,SC-1998,10,-1.88,1.68,65.2,subtropical,SC-1998-10
12654,SC-1998,11,-2.49,1.43,57.3,subtropical,SC-1998-11
13830,SC-1998,12,-2.83,3.59,51.6,subtropical,SC-1998-12
895,SC-1999,1,-2.28,5.37,49.0,subtropical,SC-1999-1
2071,SC-1999,2,-2.48,2.68,49.6,subtropical,SC-1999-2
3247,SC-1999,3,-2.69,2.65,51.3,subtropical,SC-1999-3
4423,SC-1999,4,-2.37,3.95,65.3,subtropical,SC-1999-4
5599,SC-1999,5,-2.46,2.38,68.4,subtropical,SC-1999-5
6775,SC-1999,6,-1.98,4.84,75.4,subtropical,SC-1999-6
7951,SC-1999,7,-2.33,3.84,80.9,subtropical,SC-1999-7
9127,SC-1999,8,-3.06,3.31,82.2,subtropical,SC-1999-8
10303,SC-1999,9,-2.0,6.83,72.0,subtropical,SC-1999-9
11479,SC-1999,10,-1.32,4.17,62.6,subtropical,SC-1999-10
12655,SC-1999,11,-1.46,1.83,57.3,subtropical,SC-1999-11
13831,SC-1999,12,-1.57,2.29,46.7,subtropical,SC-1999-12
896,SC-2000,1,-0.62,5.8,43.5,subtropical,SC-2000-1
2072,SC-2000,2,-1.36,1.62,49.6,subtropical,SC-2000-2
3248,SC-2000,3,-1.47,4.08,57.8,subtropical,SC-2000-3
4424,SC-2000,4,-1.44,2.79,60.4,subtropical,SC-2000-4
5600,SC-2000,5,-2.36,1.21,73.4,subtropical,SC-2000-5
6776,SC-2000,6,-2.69,3.79,78.4,subtropical,SC-2000-6
7952,SC-2000,7,-2.8,4.83,79.8,subtropical,SC-2000-7
9128,SC-2000,8,-3.07,4.1,78.8,subtropical,SC-2000-8
10304,SC-2000,9,-1.77,7.63,72.2,subtropical,SC-2000-9
11480,SC-2000,10,-2.39,0.02,62.6,subtropical,SC-2000-10
12656,SC-2000,11,-1.87,3.5,51.8,subtropical,SC-2000-11
13832,SC-2000,12,-2.02,1.87,38.6,subtropical,SC-2000-12
897,SC-2001,1,-2.34,2.02,43.3,subtropical,SC-2001-1
2073,SC-2001,2,-2.67,2.4,51.3,subtropical,SC-2001-2
3249,SC-2001,3,-1.75,6.38,52.3,subtropical,SC-2001-3
4425,SC-2001,4,-2.5,0.96,63.5,subtropical,SC-2001-4
5601,SC-2001,5,-2.8,2.61,70.7,subtropical,SC-2001-5
6777,SC-2001,6,-2.38,5.4,77.0,subtropical,SC-2001-6
7953,SC-2001,7,-2.18,5.24,78.4,subtropical,SC-2001-7
9129,SC-2001,8,-2.92,2.66,79.9,subtropical,SC-2001-8
10305,SC-2001,9,-2.8,3.72,71.2,subtropical,SC-2001-9
11481,SC-2001,10,-3.23,0.88,60.9,subtropical,SC-2001-10
12657,SC-2001,11,-3.92,0.98,59.0,subtropical,SC-2001-11
13833,SC-2001,12,-4.86,1.47,52.0,subtropical,SC-2001-12
898,SC-2002,1,-4.93,3.49,47.0,subtropical,SC-2002-1
2074,SC-2002,2,-5.31,2.06,47.9,subtropical,SC-2002-2
3250,SC-2002,3,-4.82,4.28,56.0,subtropical,SC-2002-3
4426,SC-2002,4,-5.15,1.84,67.4,subtropical,SC-2002-4
5602,SC-2002,5,-4.7,3.49,68.6,subtropical,SC-2002-5
6778,SC-2002,6,-4.8,3.01,77.8,subtropical,SC-2002-6
7954,SC-2002,7,-5.3,3.25,81.9,subtropical,SC-2002-7
9130,SC-2002,8,-4.82,5.94,79.6,subtropical,SC-2002-8
10306,SC-2002,9,0.09,5.4,75.8,subtropical,SC-2002-9
11482,SC-2002,10,0.43,4.73,66.4,subtropical,SC-2002-10
12658,SC-2002,11,1.05,4.42,51.8,subtropical,SC-2002-11
13834,SC-2002,12,1.55,4.63,44.2,subtropical,SC-2002-12
899,SC-2003,1,0.81,1.76,41.5,subtropical,SC-2003-1
2075,SC-2003,2,0.85,4.14,46.6,subtropical,SC-2003-2
3251,SC-2003,3,1.6,7.52,57.0,subtropical,SC-2003-3
4427,SC-2003,4,2.43,6.0,61.1,subtropical,SC-2003-4
5603,SC-2003,5,2.98,5.72,70.2,subtropical,SC-2003-5
6779,SC-2003,6,3.52,6.39,76.0,subtropical,SC-2003-6
7955,SC-2003,7,4.31,8.37,79.0,subtropical,SC-2003-7
9131,SC-2003,8,0.01,4.61,79.7,subtropical,SC-2003-8
10307,SC-2003,9,-0.14,2.98,72.4,subtropical,SC-2003-9
11483,SC-2003,10,0.24,3.53,63.2,subtropical,SC-2003-10
12659,SC-2003,11,-0.47,1.6,58.6,subtropical,SC-2003-11
13835,SC-2003,12,-0.64,2.57,43.0,subtropical,SC-2003-12
900,SC-2004,1,-1.18,1.77,43.0,subtropical,SC-2004-1
2076,SC-2004,2,-0.55,5.14,44.2,subtropical,SC-2004-2
3252,SC-2004,3,-1.68,0.92,57.2,subtropical,SC-2004-3
4428,SC-2004,4,-2.1,2.02,62.5,subtropical,SC-2004-4
5604,SC-2004,5,-2.5,2.89,74.1,subtropical,SC-2004-5
6780,SC-2004,6,0.35,6.35,78.5,subtropical,SC-2004-6
7956,SC-2004,7,0.04,4.96,80.3,subtropical,SC-2004-7
9132,SC-2004,8,0.63,6.99,77.0,subtropical,SC-2004-8
10308,SC-2004,9,1.97,8.26,73.2,subtropical,SC-2004-9
11484,SC-2004,10,-0.38,1.43,66.1,subtropical,SC-2004-10
12660,SC-2004,11,-0.27,2.92,56.5,subtropical,SC-2004-11
13836,SC-2004,12,-0.5,2.2,45.6,subtropical,SC-2004-12
901,SC-2005,1,-1.07,2.02,47.6,subtropical,SC-2005-1
2077,SC-2005,2,-0.02,3.82,48.3,subtropical,SC-2005-2
3253,SC-2005,3,0.18,4.87,52.4,subtropical,SC-2005-3
4429,SC-2005,4,0.01,2.74,60.5,subtropical,SC-2005-4
5605,SC-2005,5,0.24,3.77,67.5,subtropical,SC-2005-5
6781,SC-2005,6,1.21,6.83,76.2,subtropical,SC-2005-6
7957,SC-2005,7,1.27,5.79,81.6,subtropical,SC-2005-7
9133,SC-2005,8,-0.04,4.96,80.5,subtropical,SC-2005-8
10309,SC-2005,9,-1.21,0.65,77.1,subtropical,SC-2005-9
11485,SC-2005,10,0.33,4.67,65.2,subtropical,SC-2005-10
12661,SC-2005,11,0.37,3.2,55.7,subtropical,SC-2005-11
13837,SC-2005,12,0.65,4.19,44.2,subtropical,SC-2005-12
902,SC-2006,1,-0.26,3.29,50.6,subtropical,SC-2006-1
2078,SC-2006,2,-0.5,2.96,46.5,subtropical,SC-2006-2
3254,SC-2006,3,-1.44,1.24,54.4,subtropical,SC-2006-3
4430,SC-2006,4,-1.8,2.56,66.0,subtropical,SC-2006-4
5606,SC-2006,5,-1.97,2.54,68.8,subtropical,SC-2006-5
6782,SC-2006,6,-1.0,6.8,76.5,subtropical,SC-2006-6
7958,SC-2006,7,-1.61,2.96,80.5,subtropical,SC-2006-7
9134,SC-2006,8,-1.75,5.11,81.1,subtropical,SC-2006-8
10310,SC-2006,9,0.08,4.55,72.4,subtropical,SC-2006-9
11486,SC-2006,10,0.12,3.03,61.4,subtropical,SC-2006-10
12662,SC-2006,11,0.88,4.98,54.2,subtropical,SC-2006-11
13838,SC-2006,12,0.91,3.71,51.0,subtropical,SC-2006-12
903,SC-2007,1,-0.07,3.66,48.4,subtropical,SC-2007-1
2079,SC-2007,2,-0.44,2.54,45.2,subtropical,SC-2007-2
3255,SC-2007,3,-1.13,2.57,58.5,subtropical,SC-2007-3
4431,SC-2007,4,-1.26,2.54,60.9,subtropical,SC-2007-4
5607,SC-2007,5,-1.86,1.44,69.1,subtropical,SC-2007-5
6783,SC-2007,6,-1.7,4.72,77.2,subtropical,SC-2007-6
7959,SC-2007,7,-2.02,3.79,78.5,subtropical,SC-2007-7
9135,SC-2007,8,-3.01,2.94,84.0,subtropical,SC-2007-8
10311,SC-2007,9,-3.63,2.25,75.7,subtropical,SC-2007-9
11487,SC-2007,10,-3.73,2.76,68.4,subtropical,SC-2007-10
12663,SC-2007,11,-4.36,0.57,53.6,subtropical,SC-2007-11
13839,SC-2007,12,-4.05,5.12,52.1,subtropical,SC-2007-12
904,SC-2008,1,-4.03,2.88,43.9,subtropical,SC-2008-1
2080,SC-2008,2,-3.66,3.94,50.7,subtropical,SC-2008-2
3256,SC-2008,3,-3.61,3.44,54.7,subtropical,SC-2008-3
4432,SC-2008,4,-3.29,3.19,61.7,subtropical,SC-2008-4
5608,SC-2008,5,-3.19,2.74,69.0,subtropical,SC-2008-5
6784,SC-2008,6,-3.81,2.35,80.1,subtropical,SC-2008-6
7960,SC-2008,7,-3.89,4.69,79.8,subtropical,SC-2008-7
9136,SC-2008,8,0.36,7.08,79.1,subtropical,SC-2008-8
10312,SC-2008,9,0.22,4.03,73.8,subtropical,SC-2008-9
11488,SC-2008,10,0.71,4.53,61.3,subtropical,SC-2008-10
12664,SC-2008,11,1.24,3.94,50.3,subtropical,SC-2008-11
13840,SC-2008,12,-0.13,2.96,51.0,subtropical,SC-2008-12
905,SC-2009,1,-0.65,2.05,44.2,subtropical,SC-2009-1
2081,SC-2009,2,-1.18,2.0,46.8,subtropical,SC-2009-2
3257,SC-2009,3,0.2,5.11,54.1,subtropical,SC-2009-3
4433,SC-2009,4,0.21,3.4,61.7,subtropical,SC-2009-4
5609,SC-2009,5,0.93,5.68,70.9,subtropical,SC-2009-5
6785,SC-2009,6,-0.13,4.04,79.1,subtropical,SC-2009-6
7961,SC-2009,7,-0.4,4.25,78.9,subtropical,SC-2009-7
9137,SC-2009,8,-1.02,3.65,80.0,subtropical,SC-2009-8
10313,SC-2009,9,-1.44,2.91,73.8,subtropical,SC-2009-9
11489,SC-2009,10,0.49,4.79,62.2,subtropical,SC-2009-10
12665,SC-2009,11,1.08,4.63,55.5,subtropical,SC-2009-11
13841,SC-2009,12,2.74,8.05,44.9,subtropical,SC-2009-12
906,SC-2010,1,2.99,4.92,40.7,subtropical,SC-2010-1
2082,SC-2010,2,-0.04,3.34,41.2,subtropical,SC-2010-2
3258,SC-2010,3,-0.4,3.06,52.2,subtropical,SC-2010-3
4434,SC-2010,4,-1.21,1.34,64.5,subtropical,SC-2010-4
5610,SC-2010,5,-1.4,3.6,73.2,subtropical,SC-2010-5
6786,SC-2010,6,-1.74,4.51,81.8,subtropical,SC-2010-6
